industry,business name,address,external link,phone number,additional_info,emails,business hours,bullets-container,teaser
Automotive,Automotive Technician Training,"10 Lupi Ct Mahopac, NY 10541",,(845) 628-1062,"Auto Rentals, Training Consultants, Auto Leasing, Automotive Repair",[],,,
Automotive,Midbronx Automotive LLC,"3112 Jerome Ave Bronx, NY 10468",,(718) 220-1525,Automotive Repair,[],,,
Automotive,Murphy's Automotive Speed,"3049 Route 22 Dover Plains, NY 12522",,(845) 877-3117,"Auto Parts & Accessories, Automotive Repair, Towing & Wrecking",[],"Business Hours: Mon-Fri 8am-6pm, Sat 8am-12pm",,
Automotive,A & B Automotive,"1563 Boone Ave Bronx, NY 10460",,(718) 542-6070,Automotive Repair,[],,,
Automotive,Automotive Tech Systems,"7 Hill Run Rd Newburgh, NY 12550",,(845) 569-1871,Automotive Repair,[],,,
Automotive,Towne Automotive Group,"3531 Southwestern Blvd Orchard Park, NY 14127",,(716) 972-1519,"Automotive Repair, New Car Dealers, Used Car Dealers",[],,,
Automotive,Automotive Aftermarketing Products,"793 Middle Country Rd Saint James, NY 11780",,(631) 724-4751,"Automotive Sales & Services, Smog Testing",[],,,
Automotive,On Track Automotive,"45 Burch Ave Amityville, NY 11701",,(631) 608-2137,Automotive Repair,[],,,
Automotive,Future Automotive Inc,"27 Dock St Mount Vernon, NY 10550",,(914) 667-5000,Automotive Repair,[],,,
Automotive,Continental Automotive Systems,"611 Jamison Rd Elma, NY 14059",,(716) 687-6000,"Wholesale Electric Motor Controls, Automotive Repair, Electric Car Manufacturers, Electrical Equipment Manufacturers, Broadcasting Equipment Manufacturers, Other Electrical Equipment Manufacturers, Electric Motor Control Manufacturers, Electronic Component Manufacturers",[],,,
Automotive,Advance Automotive Corp,"21625 Hempstead Ave Jamaica, NY 11429",,(718) 740-2003,Automotive Repair,[],,,
Automotive,All American Automotive,"250 Main St Hudson Falls, NY 12839",,(518) 746-0000,"Automotive Repair, Marine Service Station, Wholesale Auto Parts, Auto Diagnostics",[],,,
Automotive,Steven Jay's Automotive,"9 Connor Ln Ste C Deer Park, NY 11729",,(631) 595-2607,Automotive Repair,[],,,
Automotive,Custom Automotive Machining,"4 2nd Ave East Islip, NY 11730",,(631) 581-0042,"Automotive Repair, Machine Shops",[],,,
Automotive,Bob's Automotive Training,"353 65th St Brooklyn, NY 11220",,(718) 492-0985,Automotive Repair,[],,,
Automotive,Lopez Automotive Corp,"36 Noxon Rd Poughkeepsie, NY 12603",,(845) 454-0389,"Automotive Repair, Auto Diagnostics",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-12pm",,
Automotive,R G Automotive,"1691 Carter Ave Bronx, NY 10457",,(347) 297-3065,Automotive Repair,[],,,
Automotive,Riddle's Automotive Parts,"107 Hotel St Utica, NY 13502",,(315) 734-1100,"Auto Parts & Accessories, Wholesale Automotive, Wholesale Auto Parts",[],,,
Automotive,Stiloskis Automotive Corp,"129 W Main St Tarrytown, NY 10591",,(914) 631-2824,"Automotive Repair, Truck Repair",[],Business Hours: Daily 24 Hours,,
Automotive,Automotive & Electrical Spec,"282 Westwood Rd Lancaster, NY 14086",,(716) 681-0053,Automotive Repair,[],,,
Automotive,Brothers Automotive Inc,"1559 Bassett Ave Bronx, NY 10461",,(718) 239-8018,"Towing & Wrecking, Automotive Repair",[],,,
Automotive,Spa Automotive Supply,"288 Milton Ave Ballston Spa, NY 12020",,(518) 885-5331,"Visa Accepted, Car Batteries, Automotive Repair, Auto Parts & Accessories, Machine Shops, Mastercard Accepted",[],,,
Automotive,New Prestige Automotive,"3711 22nd St Long Island City, NY 11101",,(718) 937-9270,Automotive Repair,[],,,
Automotive,J & M Automotive,"633 Route 25A Rocky Point, NY 11778",,(631) 228-4911,Automotive Repair,[],,,
Automotive,S & S Automotive,"226 Lyell Ave Rochester, NY 14608",,(585) 730-5797,Automotive Repair,[],,,
Automotive,Automotive Paint & Supplies,"1215 E 2nd St Jamestown, NY 14701",,(716) 665-8056,Automotive Repair,[],,,
Automotive,P & B Automotive,"1040 US Highway 6 Port Jervis, NY 12771",,(845) 856-5059,"Electrical Contractors, Automotive Repair",[],,,
Automotive,Guy's Automotive Svc,"700 Hiawatha Blvd E Syracuse, NY 13208",,(315) 579-0777,"Visa Accepted, American Express Accepted, Discover Accepted, Used Car Dealers, Mastercard Accepted, Automotive Repair",[],,,
Automotive,Bauer Automotive Inc,"4135 N Buffalo Rd Orchard Park, NY 14127",,(716) 662-1713,Automotive Repair,[],Business Hours: Monday - Friday 8:00 AM - 5:30 PM,,
Automotive,Empire Automotive Specialties,"30 Greentree Dr S Hyde Park, NY 12538",,(845) 229-9704,Automotive Repair,[],,,
Automotive,Romar Automotive Inc,"218 Lake Osiris Rd Walden, NY 12586",,(845) 778-5458,Automotive Repair,[],,,
Automotive,Automotive & Indl Machinery,"39 Lynch St Huntington Station, NY 11746",,(631) 673-4495,"Wholesale Auto Parts, Wholesale Automotive",[],,,
Automotive,New Horizon Automotive,"1387 Atlantic Ave Brooklyn, NY 11216",,(718) 484-9328,Automotive Repair,[],,,
Automotive,Keith Fields Automotive,"17 Mill St Candor, NY 13743",,(607) 659-7931,Automotive Repair,[],,,
Automotive,B-Lo Automotive,"2130 Niagara Falls Blvd Tonawanda, NY 14150",,(716) 260-2582,Automotive Repair,[],,,
Automotive,Town Automotive Corp,"816 Main St Poughkeepsie, NY 12603",,(845) 485-6700,Automotive Repair,[],,,
Automotive,Cipry Automotive Inc,"367 Sunrise Hwy Ste B West Babylon, NY 11704",,(631) 321-5201,Automotive Repair,[],,,
Automotive,Above & Biondo Automotive,"2743 Eggert Rd Tonawanda, NY 14150",,(716) 322-1738,Automotive Repair,[],,,
Automotive,Holmes Automotive Repair,"1112 Dale Rd Dale, NY 14039",,(585) 786-0350,Automotive Repair,[],,,
Automotive,Buddie's Automotive CT,"44 Noxon Rd Poughkeepsie, NY 12603",,(845) 454-2332,Automotive Repair,[],,,
Automotive,Bald Hill Automotive,"8739 Main St Honeoye, NY 14471",,(585) 229-4220,"Towing, Automotive Repair, Service Centers, Towing & Wrecking",[],"Business Hours: Mon - Fri 8:00 am - 5:00 pm, Sat 9:00 am - 12:00 pm, Sun Closed",,
Automotive,Sherrill Automotive INC,"165 Sherrill Rd Sherrill, NY 13461",,(315) 280-0757,Automotive Repair,[],,,
Automotive,S & R Automotive,"465 Nassau Rd Roosevelt, NY 11575",,(516) 208-7100,Automotive Repair,[],,,
Automotive,Automotive Center-Emergency,"350 E 92nd St New York, NY 10128",,(646) 237-9526,Automotive Repair,[],,,
Automotive,A & M Automotive,"2 Remsen Ave Monsey, NY 10952",,(845) 352-1037,"Mastercard Accepted, Automotive Repair, Visa Accepted, Gas Stations, Texaco, American Express Accepted, Discover Accepted",[],,,
Automotive,Exclusive Automotive Corp,"96 Liberty Ave North Babylon, NY 11703",,(631) 893-8090,"Automotive Repair, Used Car Dealers",[],,,
Automotive,C Grady Automotive,"1264 Haselton Rd Wilmington, NY 12997",,(518) 946-7005,Automotive Repair,[],,,
Automotive,Knighton Automotive Group,"5858 E Molloy Rd Syracuse, NY 13211",,(315) 218-6681,"Used Car Dealers, Automotive Repair, New Car Dealers",[],,,
Automotive,Cnd Automotive Corp,"260 Echo Ave Sound Beach, NY 11789",,(631) 744-1150,Automotive Repair,[],,,
Automotive,Part-Time Automotive,"1419 Route 5 Silver Creek, NY 14136",,(716) 934-2193,"Towing & Wrecking, Towing, Automotive Repair",[],,,
Automotive,Screamin Steve's Automotive,"11 E Main St East Islip, NY 11730",,(631) 581-1650,Automotive Repair,[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,,
Automotive,Stus Automotive Inc,"12 Knox Ave Buffalo, NY 14216",,(716) 873-9900,Automotive Repair,[],,,
Automotive,Walden Automotive Center,"620 Orchard Park Rd Buffalo, NY 14224",,(716) 674-7450,"American Express Accepted, Automotive Repair, Mastercard Accepted, Visa Accepted, Auto Diagnostics, Trailer Repair, Discover Accepted, Towing & Wrecking",[],"Business Hours: Sun 10am-6pm, Mon-Fri 9am-9pm, Sat 9am-6pm",,
Maintenance and Repair,Jetsmart Inc,"1205 Scottsville Rd Rochester, NY 14624",,(585) 235-9040,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,Valley View Aviation,"6610 Airport Rd Hamilton, NY 13346",,(315) 824-6005,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,B & K Trailer Sales & Svc Inc,"701 State Fair Blvd Syracuse, NY 13209",,(315) 487-8469,"Wholesale Gas, Propane, RV Rentals, Auto Parts & Accessories, Recreational Vehicle Repair, Petroleum Product Manufacturers, Wholesale Utility Trailers, RV Parts & Equipment, Recreational Vehicles, RV Repair, Wholesale Trailer Hitches, Wholesale Liquid Gas, Camping & Travel Trailer Dealers",[],,,
Maintenance and Repair,Eastway Aircraft SVC,"4175 Veterans Memorial Hwy Ronkonkoma, NY 11779",,(631) 737-3256,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,Triumph Structures,"689 Main St Westbury, NY 11590",,(516) 279-6606,"Aircraft Repair & Maintenance, Aircraft Parts Manufacturers",[],,,
Maintenance and Repair,Wellsville Flying Svc Inc,"2600 Tarantine Blvd Wellsville, NY 14895",,(585) 593-3350,"Colleges, Aircraft Rental, Private & Parochial Colleges, Aircraft Repair & Maintenance",[],,,
Maintenance and Repair,Riteway Truck Collision,"120 Otis St West Babylon, NY 11704",,(877) 458-5405,"Mitsubishi, Cadillac, Trailer Repair, Nissan, Lexus, Mercedes-Benz, Porsche, Automotive Repair, Boat Repair, Saab, BMW, Auto Inspections, Acura, Volkswagen, Honda, Saturn, Suzuki, Buick, Land Rover / Range Rover, GMC, Infiniti, Jaguar, Kia, Tires & Wheels, Paintless Dent Removal, Auto Body Paint & Repair, Chrysler-Plymouth, Auto Glass, Antique & Classic Car Restoration, Isuzu, Mazda, Subaru, Auto Detailing, Hyundai, Pontiac, Dodge, Audi, Jeep, Volvo, Lincoln-Mercury, Towing, Ford, Oldsmobile, Chevrolet, RV Repair, Toyota",[],Business Hours: M-F 7:00am - 5:00pm,,
Maintenance and Repair,Boshart Enterprises,"4701 E Saile Dr Batavia, NY 14020",,(585) 344-1749,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,Cessna Aircraft Co Ne Svc Ctr,"3 Express Dr Newburgh, NY 12550",,(845) 567-9210,"Aircraft Dealers, Aircraft Parts Manufacturers, Aircraft Repair & Maintenance",[],,,
Maintenance and Repair,A & P Aircraft Maintenance Inc,"2111 Smithtown Ave Ronkonkoma, NY 11779",,(631) 588-7771,Aircraft Repair & Maintenance,[],"Business Hours: Daily, 24hrs, by appointment",,
Maintenance and Repair,Eastway Aircraft SVC INC,"97 Hering Dr Ronkonkoma, NY 11779",,(631) 737-2020,"Aircraft Repair & Maintenance, Aircraft Rental",[],,,
Maintenance and Repair,TM & T Tire,"4115 Northern Blvd Long Island City, NY 11101",,(718) 729-3500,"Visa Accepted, Acura, Ford, Engine Repair, Truck Repair, Continental, Antique & Classic Car Restoration, RV Repair, Tune Ups, Goodyear, Mastercard Accepted, Auto Parts & Accessories, Chrysler-Plymouth, Tires, Honda, Michelin, Audi, Towing, Tires & Wheels, Yokohama, Kia, Muffler Repair, Motorcycle Repair, Dodge, Chevrolet, Auto Restoration, GMC, Transmission Repair, General Tire, Volkswagen, Bridgestone Tire, Mercedes-Benz, Wholesale Truck Parts, Mazda, Auto Body Paint & Repair, Automotive Repair, Firestone, Lexus, BMW, Gas Stations, Jeep, American Express Accepted, Government Contractors, Toyo, Brake Repair, Discover Accepted, Oil Changes, Toyota, Pirelli, Uniroyal Tire, Nissan, Hyundai, Volvo",[],"Business Hours: Mon-Fri 8am-6pm, Sat 8am-4pm",,
Maintenance and Repair,Northside Collision Center,"8025 Brewerton Rd Cicero, NY 13039",,(315) 699-3148,"Boat Repair, Automotive Repair, Truck Repair, RV Repair, Residential Glass, Recreational Vehicle Repair, Auto Body Paint & Repair, Mastercard Accepted, Visa Accepted, Boat Parts & Equipment",[],"Business Hours: Mon-Fri 7:30am-5:30pm, Sat 9am-12pm",,
Maintenance and Repair,Tacr,"105 Tower Dr Middletown, NY 10941",,(845) 692-8912,"Automotive Repair, Aircraft Repair & Maintenance, Engine Repair, Allied Metal Services",[],,,
Maintenance and Repair,Executive Jet Management,"1032 1st St New Windsor, NY 12553",,(845) 567-0484,"Aircraft Repair & Maintenance, Aircraft Rental",[],,,
Maintenance and Repair,Executive Fliteways Inc,"2111 Smithtown Ave Ronkonkoma, NY 11779",,(631) 588-5918,"Government Contractors, Aircraft Repair & Maintenance",[],Business Hours: Daily 24 Hours,,
Maintenance and Repair,Perez Wilver,"96 Victory Blvd Staten Island, NY 10301",,(718) 420-1389,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,Mid Island Air Svc Inc,"139 Dawn Dr Ste 2 Shirley, NY 11967",,(631) 281-5400,"Aircraft Dealers, Aircraft Schools, Aircraft Repair & Maintenance, Vocational Schools, K-12 Schools, Aircraft Rental",[],,,
Maintenance and Repair,UNC Accessory Svc,"283 Forest Rd W Mastic Beach, NY 11951",,(516) 399-0309,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,Chromalloy Gas Turbine Corp,"330 Blaisdell Rd Orangeburg, NY 10962",,(845) 359-4700,"Research, Aircraft Repair & Maintenance, Allied Metal Services, Government Contractors, Turbine Manufacturers, Aircraft Engine Manufacturers, Wholesale Aircraft Engines",[],,,
Maintenance and Repair,Accessory Technologies Corp,"219 Central Ave Farmingdale, NY 11735",,(631) 753-2282,"Government Contractors, Aircraft Repair & Maintenance",[],"Business Hours: Daily, 24hrs",,
Maintenance and Repair,Ponderosa Air LLC,"1100 New Hwy Farmingdale, NY 11735",,(631) 577-1928,"Airlines, Flight Training, Aircraft Rental, Aircraft Storage, Aircraft Repair & Maintenance",[],Business Hours: Open 7 Days,,
Maintenance and Repair,Aero Trades Inc,"2181 Smithtown Ave Ronkonkoma, NY 11779",,(631) 588-8036,"Aircraft Repair & Maintenance, Aircraft Parts Manufacturers",[],,,
Maintenance and Repair,Bac Svc,"2440 Brickyard Rd Canandaigua, NY 14424",,(585) 394-2110,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,Jetshineusa,"PO Box 881 Pittsford, NY 14534",,(585) 770-1751,"Aircraft Repair & Maintenance, Government Contractors",[],,,
Maintenance and Repair,Upstate Imports,"2221 Erie Blvd E Syracuse, NY 13224",https://apis.elocal.com/tracker/track?q=33f84bcae25f860664908561ac6a0b189ed4982598c820fbde51b9ecae8e1616ff5dc67f4ddc6b0fb4988b65fee8f7c042728c96dde4a2d14d2dc4e28fda4e66103a382acd966813a7c1cf57f916defc0b647995d582bff2db0e4ea02f20325fad5bbd0067c865b65df6433b72a4247bd804ff0790a49a2aa66717bffe4da8cbe20010921283a3b973924cdb012e940bfacd716cc02c262106424f9bd8bf689d4cd1c21329e1872263a24111139185ecfd74413cc3851bfd419f5d59ee8c1556764a7085d96401e756d765ddbbcd69f487a2e719eb189bb3e813985d0c4525f3461d448b4a7a56976aca9c6a9eadcb60d79de18a8de114e8302b2eeec107300b820c4af1a978a6a1c19803d7fad944a2313d91bc985c95e0a17e23fc5eb21f55bcb9e298f2acb1b9dc74cefd53769137f7c45ee4383e8cf9be329f49ccfc7fb29ee0f5327ce49e6385879b4cca8ec570b72e089ff04a833f2daf360da0a2f2920507145451a0672de493f5d84a5ce1f0f6488d7b64b025802ad793a1799f0286547a23c3cd7fd60de3526ed86d3fa4205b263b184f3d000cf5583f4166fe1ee1947262fcda472bcb84777a5457aed352f295a38450df6179fe8eb11e861487f573bbe3bceb4e5f6aa2796a234f700ec2cacca0997e6629faa38ba936592d0439057ea490264bf1a2dad20f3b881e35f2334b28fe713d764143ca3d8891451f20a7669baca766098b96cc380efaa580fafb64f13ba365d976cd051842fa650ef8a64d38698c9b32a3a5b73f721978eec81295b17f9a193730775f1de4787167657ad0050b9f910b268c41daf7a82ce6ef1c51b9e63c6678ecc8beecdd27e28d4fe380a0bce9a7326b5b5c34ccd92a79b506e0de2478ab43abb667364b18c2d45dbb772ef178c6d9a0b2160a1e9a6b069669895fa52c902cfe5d82069a9fceecdc2370169e88e4b13587bf797c9050c1b04f06fd7e7708f29c422b32e48ae2e8df,(315) 445-2277,"Aircraft Repair & Maintenance, Language Schools, Car Service, Restaurants, Finance & Financial Services, Armenian, Professional Services","['sales@upstateimports.com', 'info@upstateimports.com', 'syr@upstateimports.com']","Business Hours: Mon 08:00-17:00,Tue 08:00-17:00,Wed 08:00-17:00,Thr 08:00-17:00,Fri 08:00-17:00",,
Maintenance and Repair,Quaker Truck Repair,"27 Park Rd Queensbury, NY 12804",,(518) 793-2914,"Automotive Repair, Truck Repair, RV Repair",[],,,
Maintenance and Repair,Hawk Frame & Axle INC,"77 Oconnor Rd Fairport, NY 14450",,(585) 377-3000,"Trailer Repair, Transmission Repair, Auto Body Paint & Repair, Truck Repair, Automotive Repair, Welding, RV Repair, Recreational Vehicle Repair",[],Business Hours: 7:30am to 5 M-F 8-12 SAT,,
Maintenance and Repair,Laurentian Aerospace Corp,"186 US Oval Plattsburgh, NY 12903",,(518) 324-5536,"Aircraft Repair & Maintenance, Engine Maintenance",[],,,
Maintenance and Repair,Northeast Aero Compre,"30 Southview Cir Lake Grove, NY 11755",,(631) 676-2029,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,Oxford Electronics Inc,"474 Meacham Ave Elmont, NY 11003",,(516) 326-6262,"Aircraft Parts, Aircraft Support, Ground Support, Aircraft Repair & Maintenance, Government Contractors",[],,,
Maintenance and Repair,Meyer S Rv Body Shop,"3338 State Rd Caledonia, NY 14423",,(585) 538-2026,"Recreational Vehicle Repair, RV Dealers, Auto Body Paint & Repair, RV Rentals, Recreational Vehicles, RV Repair, Shop Online",[],,,
Maintenance and Repair,Perrone Leather LLC,"182 Riverside Dr # A Fultonville, NY 12072",,(518) 853-4300,"Holster Manufacturers, Aircraft Repair & Maintenance, Leather Product Manufacturers, Leather Goods",[],,,
Maintenance and Repair,Airport Fleet Svc,"15046 182nd St Jamaica, NY 11413",,(718) 995-2104,"Airport Consultants, Aircraft Repair & Maintenance",[],,,
Maintenance and Repair,Macquarie Capital Alliance Grp,"29 W 65th St New York, NY 10023",,(212) 231-1359,Aircraft Repair & Maintenance,[],,,
Maintenance and Repair,North American Air Charter Inc,"90 Arrival Ave Ronkonkoma, NY 11779",,(631) 737-4430,Aircraft Repair & Maintenance,[],Business Hours: 24/7,,
Maintenance and Repair,Camp RD Collision,"4831 Camp Rd Hamburg, NY 14075",,(716) 648-7572,"Boat Repair, Pontiac, RV Repair, Tires & Wheels, Trailer Repair, Volkswagen, Ford, Chrysler-Plymouth, Toyota, Mazda, Antique & Classic Car Restoration, Lincoln-Mercury, Auto Inspections, Buick, Saturn, GMC, Oldsmobile, Auto Glass, Hyundai, Audi, Nissan, Mercedes-Benz, Used Car Dealers, Kia, Dodge, Subaru, Saab, Cadillac, Paintless Dent Removal, Suzuki, Mitsubishi, Porsche, Infiniti, Jaguar, Auto Body Paint & Repair, Service Centers, Volvo, Land Rover / Range Rover, Honda, Lexus, Automotive Repair, BMW, Jeep, Isuzu, Chevrolet",[],"Business Hours: Sat 9am-1pm, Mon-Fri 8am-6pm",,
Maintenance and Repair,Imperial Trailer Sales & Service Limited,"1629 State Highway 7 Troy, NY 12180",,(518) 279-9345,"Recreational Vehicles, Trailer Repair, RV Dealers, Camping & Travel Trailer Dealers, Recreational Vehicle Repair, RV Rentals, RV Storage, RV Repair",[],Business Hours: Mon 08:00 AM-06:00 PM;Tue 08:00 AM-06:00 PM;Wed 08:00 AM-06:00 PM;Thu 08:00 AM-06:00 PM;Fri 08:00 AM-06:00 PM;Sat 08:00 AM-12:00 PM,,
Maintenance and Repair,First Air,"276 Sing Sing Rd Horseheads, NY 14845",,(607) 739-4087,"Aircraft Repair & Maintenance, Vocational Schools",[],,,
Maintenance and Repair,All Seasons Transportation Svc,"115 Farrell Rd Syracuse, NY 13209",,(315) 461-4214,"Alternative Fuels, Recreational Vehicles, Government Contractors, RV Repair, Trailer Repair, Trailer Dealers, Recreational Vehicle Repair, Tires, Lawn & Garden, Toyo, Gas Stations, Car Washes, Yokohama, Fixtures, RV Dealers, Snowmobile Repair, Snow Removal Equipment Manufacturers, Statuary, Automotive Repair, Home Improvement Stores, Truck Repair, Continental",[],,,
Maintenance and Repair,Northeast Aero Compressor,"60 Keyland Ct Bohemia, NY 11716",,(631) 589-9070,"Government Contractors, Aircraft Repair & Maintenance",[],,,
Maintenance and Repair,River Aviation Inc,"1161 Flatbush Rd Kingston, NY 12401",,(845) 336-8400,"Aircraft Repair & Maintenance, Airports, Vocational Schools, Airport Transportation, Aircraft Schools, Airport Consultants",[],,,
