business name,address,external link,phone number,industry,additional_info,emails,business hours,teaser
John S Yeakel Co Retail Lease,"500 E Carson Plaza Dr Ste 115 Carson, CA 90746",,(310) 515-0834,Retail,"Real Estate Sales & Services, Real Estate Agents, Real Estate Consultants",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,
Calleen Cordero - Studio City Retail Store,"13019 Ventura Blvd # B Studio City, CA 91604",,(818) 285-8533,Retail,Unclassified,[],,
Mapfre Retail Store-Los Angeles Ave.,"1357 E Los Angeles Ave Simi Valley, CA 93065",,(805) 791-1440,Retail,"Insurance Agents & Brokers, Insurance Services, Car Insurance, Insurance Agents",[],"Business Hours: Mon 7am-6pm, Tue-Thu 9am-6pm",
Touch Hard Wood & Tile Studio Retail,"312 Old Newport Blvd Newport Beach, CA 92663",,(949) 642-8453,Retail,"Carpeting, Berber, Floor Coverings, Floor Contractors, Floor Refinishing",[],,
Mona Lisa Beauty/Barber & Retail Store,"1847 E Pacific Coast Hwy Long Beach, CA 90806",,(562) 218-2255,Retail,"Beauty Salons, Barbers",[],Business Hours: Mon-Sat 9am-5pm,
E L R M Retail Inc,"1299 Galleria At Tyler Riverside, CA 92503",,(951) 299-7609,Retail,"General Merchandise Stores, Sunglasses",[],,
Doob USA 3 D Retail LLC,"395 Santa Monica Pl Santa Monica, CA 90401",,(310) 587-0079,Retail,"General Merchandise Stores, Portrait Photography",[],,
California Retail Systems - An Oracle Hospitality Dealer,"3630 State St Santa Barbara, CA 93105",,(805) 682-2921,Retail,"Cash Register Manufacturers, Other Financial Services",[],,
A & R Custom Butchering Retail Meats and Deli,"1055 Main St Red Bluff, CA 96080",https://apis.elocal.com/tracker/track?q=1384e97ba950318ea57660f8cd63b10737878b010b5914a35ac89d194cf26cab2e8547890aa8d730c117a83d9590cc8cbf49f959776476018aee76044cad4a357e7939e9231d60f2293e67d15a03f651054d4f759825d38ff28f4a17cdd21c769e60b6a21891aa34a225aa679e19542220a41055f6fbf043f76ec7f734629d73c6cee70825811dd7551261c3efd82d7a82de4c750dee89fc7334a6c1a6c356bd4d4da01f5e06bcba9a9103f5d031f952e2edb3721c1e8ce4aab7d4c45959356121fa50cf74378c0064d17e23757c3c8c9a45ad4522cab01adb0c8fa9c441d5d3a2ee8def1f8851cea02d20d1d8c73af1396a0f6f3872878a77c878e762bd1931e57bd2ce674f2b760fb189a77d23e2d9926e13019c6eb2dc710aa9a3987c5b105be449a7e395a5424a465c0b16cd80e7d22f96d950691e540be882e6af16acba73f5e34a457f5e14788fda8e256746a017507a554b281d77e37d28d69619a12e6130d13404534891ba3799b53edf50232deb1cd200edcb2be9295c03a366a26f190104b168a4e94d907c37cdf8022a4458e1be3b329f6e01181a8ac4687fa29793ae44ac2d3a000405f3d71a11cad9eb1054e4c8a0c03296f60b227914827aff9ca0e16bc04010e71c9afc32a67d4d4229ab4db024d12395749ac6440c9763a3ce234d7920c049f1163bfef5b85c84c8995419c40ddd629ccd5fb8cbe68124d6e77a4ac0a27486a91b9aeacb1c1819c3effa961afa5db96721f11786f8fc6ce604074e8c319ef8a82c85e7967c286ba7470b06eb7755b64de06f096d169055f39349095efbaae127c110992d5880a95ab63fc44f1fdfc3738e3625eb04453f1e567681b6935213a07aad03d5e5f461a7bc3a04f87bdbf342ca53fc41754a56c2e53c7848187ec6e3ee5fae59be277a11b7b1113104bd60a412b1e7c3e2a34f94c4cde08314dd85668b1097c904e37488,(530) 527-6483,Retail,,[],"Business Hours: Mon 09:00-18:00,Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-18:00",
D O O B USA 3 D Retail,"14006 Riverside Dr Sherman Oaks, CA 91423",,(818) 907-7734,Retail,"Portrait Photography, General Merchandise Stores",[],,
Target,"27818 Clinton Keith Rd Murrieta, CA 92562",,(951) 704-1123,Retail,"Shopping, Sleepwear, Music CDs & Tapes, Toys, Hitachi, Discount Stores, American Express Accepted, Bedding, Children's Clothing, Fitness Equipment, Wedding Party Gifts, Wholesale Baby Accessories, Cosmetics, Baby Gear, Kitchen Utensils, Mastercard Accepted, Vanities, Furniture, Optical Goods, Department Stores, Home Furnishings, Visa Accepted, DVDs, Car Alarms, Clothing, Grocery Stores, Consumer Electronics, Discover Accepted, ATM, Pet Stores, Video Games, Video Tape Manufacturers, Small Appliances, Debit Card Accepted, Eyeglasses",[],"Business Hours: Mon-Sat 7am-11pm, Sun 7am-10pm",
Siebel Systems Inc,"1920 Main St Irvine, CA 92614",,(949) 809-9500,Retail,"Software, Music CDs & Tapes, Computers, Computer Support Services, Computer Programming Services, Shopping",[],,
Iron Mountain Secure Shredding,"6935 Flanders Dr San Diego, CA 92121",,(855) 245-2053,Retail,"Shopping, Document Shredding, Other Business Services, Software, Medical Business Administration, Data Systems Designers, Archives, Music CDs & Tapes, Data Recovery, Document Digitization, Record Storage, Internet-Related Services, Shop Online, Record Management Consultants, Storage, Data Processing, Wholesale Paper Products, Business Services, Computer System Designers, Document Preparation Service, Wholesale Paper Shredders, Document Scanning, Document Management, Self Storage",[],Business Hours: Monday - Friday: 8:00 AM - 8:00 PM EST,
Target,"39201 Fremont Blvd Fremont, CA 94538",,(510) 795-6305,Retail,"Visa Accepted, Music CDs & Tapes, Wholesale Baby Accessories, Consumer Electronics, Cosmetics, Pet Stores, Toys, Baby Gear, Vanities, American Express Accepted, Grocery Stores, Mastercard Accepted, Wedding Party Gifts, Pharmacies, Shopping, Fitness Equipment, Bedding, ATM, Small Appliances, Debit Card Accepted, Clothing, Department Stores, Furniture, Kitchen Utensils, Video Games, DVDs, Children's Clothing, Video Tape Manufacturers, Discover Accepted, Home Furnishings",[],"Business Hours: Mon-Sat 8am-11:55pm, Sun 8am-11pm",
Ever After New & Resalefashion,"551 W Whittier Blvd La Habra, CA 90631",,(562) 690-3712,Retail,"Clothing, Sleepwear, Shopping, Music CDs & Tapes",[],,
Gap Outlet,"5620 Paseo del Norte Ste 108C Carlsbad, CA 92008",,(760) 431-2544,Retail,"General Merchandise Stores, Clothing Accessories, Air Fresheners, Glue, Soap, Factory Outlets, Deordorant, Visa Accepted, Shopping, Fitness Apparel, Mastercard Accepted, Children's Clothing, Men's Clothing, Athletic Clothing, Sleepwear, Clothing, Women's Clothing",[],"Business Hours: Sun 10am-7pm, Mon-Sat 10am-9pm",
Sears,"1700 N Main St Salinas, CA 93906",,(831) 443-7000,Retail,"Grills, Clothing Accessories, Fitness Equipment, Hitachi, Lawn Mowers, Major Appliances, Tools, Hardware, Shoes, Lawn & Garden, Consumer Electronics, Department Stores, Shopping, Women's Clothing, Household Appliances, Car Alarms, Home Furnishings, Crowd Control, Clothing, Lawn & Garden Equipment Manufacturers, Mattresses, Generators, Sleepwear, Tools, Sporting Goods, Furniture, Jewelry, Fashion Jewelry",[],"Business Hours: Sat 10am-9pm, Mon-Fri 10am-9pm, Sun 11am-7pm, Mon-Sat 10am-9pm",
,,,,,,[],,
Walmart Supercenter,"3943 Grand Ave Chino, CA 91710",,(909) 364-1968,Retail,"Women's Clothing, Discover Accepted, Wedding Party Gifts, Toys, Clothing, Children's Clothing, Mastercard Accepted, Baby Gear, Home Furnishings, Grills, Visa Accepted, Soap, Cosmetics, Men's Clothing, ATM, Glue, Department Stores, Fitness Equipment, Air Fresheners, Small Appliances, Video Games, Paint, Bedding, Craft Supplies, General Merchandise Stores, Diners Club Accepted, American Express Accepted, Furniture, Garden Centers, Grocery Stores, Vanities, Deordorant, Video Tape Manufacturers, Music CDs & Tapes, Discount Stores, Kitchen Utensils, Shopping, Pet Stores, Consumer Electronics, Wholesale Baby Accessories",[],Business Hours: Daily 6am-12am,
Sears Hometown Store,"827 S Main St Yreka, CA 96097",,(530) 842-4800,Retail,"Clothing, Generators, Lawn & Garden, Lawn & Garden Equipment Manufacturers, Hitachi, Heating Contractors, Major Appliances, Beds, Boiler Manufacturers, Visa Accepted, Sleepwear, Mastercard Accepted, Household Appliances, Wholesale Furnaces, Cash, Tools, Shopping, Diners Club Accepted, Department Stores, Hardware, American Express Accepted, Wholesale Boilers, Home Furnishings, Car Alarms, Industrial Furnace Manufacturers, Crowd Control, Sporting Goods, Discover Accepted, Consumer Electronics, Fitness Equipment, Check, Lawn Mowers, Air Conditioning Contractors",[],"Business Hours: Sun 10am-4pm, Mon-Wed 9am-6pm, Fri 9am-6pm, Sat 8:30am-6pm",
Target,"3300 S Bristol St Santa Ana, CA 92704",,(714) 641-4944,Retail,"Debit Card Accepted, Home Furnishings, Bedding, Baby Gear, Small Appliances, Wedding Party Gifts, Toys, Discount Stores, Sleepwear, Video Tape Manufacturers, American Express Accepted, Cosmetics, Video Games, ATM, DVDs, Car Alarms, Vanities, Mastercard Accepted, Pharmacies, Hitachi, Visa Accepted, Kitchen Utensils, Pet Stores, Consumer Electronics, Discover Accepted, Furniture, Children's Clothing, Music CDs & Tapes, Grocery Stores, Department Stores, Shopping, Wholesale Baby Accessories, Fitness Equipment, Clothing",[],"Business Hours: Fri-Sat 8am-11:55pm, Sun-Thu 8am-11pm",
Microsoft Store,"865 Market St # 257 San Francisco, CA 94103",,(415) 229-7500,Retail,"Shopping, Computer Equipment Manufacturers, Software, Computer Support Services, Computer Hardware, Discount Stores, Video Games, Computers",[],"Business Hours: Sun 11am-7pm, Mon-Sat 10am-8:30pm",
Target,"5769 Lone Tree Way Antioch, CA 94531",,(925) 752-0002,Retail,"Video Games, Bedding, Consumer Electronics, Pharmacies, Department Stores, Visa Accepted, Children's Clothing, Vanities, Shopping, Kitchen Utensils, Baby Gear, Pet Stores, Video Tape Manufacturers, Cosmetics, Debit Card Accepted, Fitness Equipment, Wholesale Baby Accessories, American Express Accepted, Sleepwear, Home Furnishings, Music CDs & Tapes, Clothing, Grocery Stores, Small Appliances, Mastercard Accepted, Wedding Party Gifts, Furniture, DVDs, ATM, Discover Accepted, Toys",[],"Business Hours: Sun-Thu 8am-11pm, Fri-Sat 8am-11:55pm",
Sears Hometown Store,"15875 Dam Road Ext Clearlake, CA 95422",,(707) 995-6000,Retail,"Shopping, Hitachi, Mastercard Accepted, Lawn Mowers, Cash, Home Furnishings, Crowd Control, Lawn & Garden Equipment Manufacturers, Major Appliances, Sleepwear, Hardware, Household Appliances, Consumer Electronics, Generators, Tools, Clothing, Discover Accepted, Car Alarms, Beds, Check, Fitness Equipment, American Express Accepted, Sporting Goods, Lawn & Garden, Department Stores, Diners Club Accepted, Visa Accepted",[],"Business Hours: Sun 11am-4pm, Mon-Wed 9am-6pm, Fri-Sat 9am-6pm",
Target,"95 Holger Way San Jose, CA 95134",,(408) 834-1527,Retail,"Sleepwear, Discover Accepted, Department Stores, American Express Accepted, Baby Gear, Wholesale Baby Accessories, Home Furnishings, Music CDs & Tapes, Video Tape Manufacturers, Vanities, Small Appliances, Mastercard Accepted, Kitchen Utensils, Wedding Party Gifts, Shopping, Fitness Equipment, DVDs, Toys, Consumer Electronics, Clothing, Visa Accepted, Debit Card Accepted, Pharmacies, Furniture, ATM, Video Games, Grocery Stores, Cosmetics, Bedding, Children's Clothing, Pet Stores",[],"Business Hours: Mon-Sat 8am-11:55pm, Sun 8am-11pm",
Walmart Supercenter,"7250 Carson Blvd Long Beach, CA 90808",,(562) 425-5113,Retail,"Vanities, Pet Stores, Soap, Children's Clothing, Discover Accepted, Department Stores, Kitchen Utensils, American Express Accepted, Video Tape Manufacturers, Video Games, Craft Supplies, Music CDs & Tapes, ATM, Alltel Phones, Diners Club Accepted, Toys, Grocery Stores, Paint, Garden Centers, Clothing, Consumer Electronics, Grills, Pharmacies, AT&T Phones and Plans, Shopping, Small Appliances, Cell Phones, Cosmetics, Sleepwear, Fitness Equipment, Home Furnishings, Bedding, Convenience Stores, Discount Stores, Visa Accepted, General Merchandise Stores, Cell Phone Service, Wedding Party Gifts, Women's Clothing, DVDs, Mastercard Accepted, Glue, Furniture, Wholesale Baby Accessories, Deordorant, Cellular Phone Companies, Men's Clothing, Air Fresheners, Baby Gear",[],"Business Hours: Fri-Wed 6am-12am, Thu 6am-9pm",
Walmart Supercenter,"1515 Dana Dr Redding, CA 96003",,(530) 221-2800,Retail,"Craft Supplies, Cosmetics, Department Stores, Kitchen Utensils, Deordorant, Air Fresheners, Glue, Grocery Stores, Music CDs & Tapes, Discover Accepted, Video Tape Manufacturers, American Express Accepted, Consumer Electronics, Grills, ATM, Visa Accepted, Toys, Soap, Baby Gear, Shopping, Children's Clothing, Men's Clothing, Mastercard Accepted, Furniture, Vanities, Portrait Photography, Diners Club Accepted, Video Games, DVDs, Garden Centers, Pet Stores, General Merchandise Stores, Wedding Party Gifts, Discount Stores, Photo Finishing, Paint, Clothing, Home Furnishings, Small Appliances, Wholesale Baby Accessories, Bedding, Fitness Equipment, Women's Clothing",[],Business Hours: Daily 6am-12am,
Target,"20200 Bloomfield Ave Cerritos, CA 90703",,(562) 860-9909,Retail,"Video Games, Video Tape Manufacturers, Vitamins, Consumer Electronics, Grocery Stores, Sleepwear, Discover Accepted, Baby Gear, Department Stores, Kitchen Utensils, Photo Finishing, DVDs, Car Alarms, Vanities, Clothing, ATM, First Aid Supplies, Debit Card Accepted, Pet Stores, Small Appliances, Variety Stores, American Express Accepted, Mastercard Accepted, Bedding, Children's Clothing, Visa Accepted, Cosmetics, Home Furnishings, Toys, Health Care Equipment, Hitachi, Pharmacies, Shopping, Greeting Cards, Furniture, Wedding Party Gifts, Fitness Equipment, Music CDs & Tapes, Discount Stores, Wholesale Baby Accessories",[],"Business Hours: Mon-Sat 8am-11pm, Sun 8am-10pm",
Target,"7505 Laguna Blvd Elk Grove, CA 95758",,(916) 683-5356,Retail,"Children's Clothing, Cosmetics, Kitchen Utensils, Pet Stores, Mastercard Accepted, Department Stores, Consumer Electronics, Toys, Grocery Stores, Wedding Party Gifts, Discover Accepted, Furniture, Video Games, Wholesale Baby Accessories, Visa Accepted, Clothing, Bedding, Shopping, Sleepwear, Small Appliances, Fitness Equipment, ATM, Home Furnishings, Video Tape Manufacturers, Debit Card Accepted, DVDs, American Express Accepted, Music CDs & Tapes, Vanities, Baby Gear",[],"Business Hours: Sun-Thu 8am-11pm, Fri-Sat 8am-12am",
Nhr Food And Beverage LLC,"2005 Eye St Ste 4 Bakersfield, CA 93301",,(800) 671-9425,Food and Beverage,Unclassified,[],,
Bonaventure Brewing Co.,"404 S Figueroa St Los Angeles, CA 90071",,(213) 236-0892,Food and Beverage,"Mastercard Accepted, Outdoor Dining, Historic Setting, Family-Friendly Dining, Date Spot, American Express Accepted, Lunch Spot, Food & Dining, Debit Card Accepted, Hotel Restaurants, Diners Club Accepted, Happy Hour, Notable Beer List, Restaurants, Bar Scene, Discover Accepted, Traditional American, Visa Accepted, Business Dining",[],Business Hours: Mon-Fri 11am-1am Sat-Sun 5pm-1am,
Una Mas Santa Clara,"2376 El Camino Real Santa Clara, CA 95050",,(408) 248-9181,Food and Beverage,"Casual, Food & Dining, Restaurants, Mastercard Accepted, American Express Accepted, Parking Lot, Visa Accepted, Group Dining, Carry Out, Mexican, Cash, Discover Accepted, Family-Friendly Dining, Catering, Lunch Spot",[],Business Hours: Mon-Sun: 10:00am-9:00pm,
Essential Living Foods,"3550 Hayden Ave Culver City, CA 90232",,(310) 204-6200,Food and Beverage,"Food Service Management, Food Brokers, Food & Dining, Food Manufacturers, Grocery Stores, Organic Foods, Wholesale Foods",[],,
Beast and the Hare,"1001 Guerrero St San Francisco, CA 94110",,(415) 821-1001,Food and Beverage,"Food & Dining, Restaurants",[],Business Hours: Wednesday through Monday 6-10pm,
Cafe Dulce,"134 Japanese Village Plaza Mall Los Angeles, CA 90012",,(213) 346-9910,Food and Beverage,"Food & Dining, Bakery Products, Restaurants, Cafes, Coffeehouses, Bakeries, Wholesale Foods",[],Business Hours: Daily 8am-10pm,
Carmichael Cafe & Deli,"4314 Marconi Ave Sacramento, CA 95821",,(916) 481-5000,Food and Beverage,"Delis And Delicatessens, Food & Dining, Sandwich Shops, Restaurants, Catering, Cafes",[],"Business Hours: Sun-Thu 6am-8pm, Fri-Sat 6am-9pm",
The Fat Dog,"801 N Fairfax Ave Los Angeles, CA 90046",,(323) 951-0030,Food and Beverage,"Gastro Pub, Restaurants, Wholesale Pet Shops, Food & Dining",[],Business Hours: Monday 12:00 PM - 3:00 PM Tuesday 12:00 PM - 3:00 PM Wednesday 12:00 PM - 3:00 PM Thursday 12:00 PM - 3:00 PM Friday 12:00 PM - 3:00 PM Saturday 11:00 AM - 3:00 PM Sunday 11:00 AM - 3:00 PM,
Artisan House,"600 S Main St Los Angeles, CA 90014",,(213) 622-6333,Food and Beverage,"Restaurants, Outdoor Dining, Sandwich Shops, Museums, Bars & Clubs, Brunch, Bars & Pubs, Family-Friendly Dining, Wholesale Foods, $$$, Art Galleries, Carry Out, Food Delivery, Food & Dining, Grocery Stores, Lunch Spot, Bar Scene, Food Stores, Private Parties, Date Spot, Group Dining",[],Business Hours: Lunch: Monday - Friday: 11:30am - 2:30pm Brunch: Saturday - Sunday: 9am - 2:30pm Dinner: Sunday - Thursday: 6pm - 10:30pm Friday - Saturday: 6pm - 11:30pm,
Saffron,"14518 Ventura Blvd Sherman Oaks, CA 91403",,(818) 582-3291,Food and Beverage,"Food & Dining, Restaurants",[],,
Santa Cruz Veterinary Hospital,"2585 Soquel Dr Santa Cruz, CA 95065",,(831) 475-5400,Food and Beverage,"Food & Dining, Kennels, Veterinary Services, Veterinarians, Cafes, Emergency Vets, Pet Services, Animal Hospitals",[],Business Hours: M-Su 24hr,
Bacchus Secret Cellar,"6735 Quail Hill Pkwy Irvine, CA 92603",,(949) 506-4600,Food and Beverage,"Live Music, Happy Hour, Food & Dining, Wine Tasting, Wine Stores, Jazz, Blues, Wine Bars, Restaurants, Open 7 Days, Diners, Date Spot",[],Business Hours: Mon-Wed 11am-10pm; Thur-Sat 11am-11pm; Sun 11am-7pm,
The Sidewalk Cafe,"1401 Ocean Front Walk Venice, CA 90291",,(310) 399-5547,Food and Beverage,"Brunch, Hamburgers, Cafes, Food & Dining, Grill Restaurants, Breakfast, Lunch Spot, Breakfast, Traditional American, Restaurants, Lunch Spot, Waterfront Dining, Nightclubs",[],Business Hours: Mon-Sun: 8am-11pm,
Una Mas Redwood Shores,"224 Redwood Shores Pkwy Redwood City, CA 94065",,(650) 654-4690,Food and Beverage,"Carry Out, Mastercard Accepted, Cash, Discover Accepted, Mexican, Parking Lot, Catering, Food & Dining, Visa Accepted, Casual, Restaurants, Group Dining, Family-Friendly Dining, Lunch Spot, American Express Accepted",[],Business Hours: Mon-Sun: 10:00am-9:00pm,
Inc Rise Smart,"2055 Gateway Pl Ste 150 San Jose, CA 95110",,(408) 538-1383,Food and Beverage,Food & Dining,[],,
Burbank Triumph,"2913 N Ontario St Burbank, CA 91504",,(818) 446-2450,Food and Beverage,Food & Dining,[],"Business Hours: Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-17:00",
El Patron Harley,"621 El Cajon Blvd El Cajon, CA 92020",https://apis.elocal.com/tracker/track?q=fc512ff64d29e43cd4750ebebceb54aba7a81558589bb426fa011de9ec447b399bbce976e724ba5a902a1cbade91cdaf1a35b97c7ce72419beae3a00b86db4d34af35eb2a900d66d14b022a5dedc594c4ca90aec766c802ee64db3567f97fe7296b6468e085814745c473a84a43b3a9a92852ebee3c2ffc4360224252e7ceff87d486bd742fc60a90d05701d737234cc345c7593857f67e0707a198c8bfb4ba5595c4b06c3b5e081e8abda8b026a60060232bf22f913fa143f2972c21b5c5c59c4a2e86776fb326b1be70b3b85eda053aed71134a9664f6c908a0d8f7df2ef47971ca9304bdf497594e37de2a49205bf328c70e68582061f230f5f3198e84079437f5cd49e1bcbb9350fa60ca0602fb522ff4ae49b212f85388d11af88399f19f454a45a3a741385af438178d3697045cdbfb55d7740f975ea8c3b7f98f8cdac8e062ed31e57485ba1ce3b52c1d2da55606d46c8b19140fb4f69d1cd74fcec0ed45794fc3d0562a33fe6c2c441aeca42f372b7cfe1ae1c2cdb51644612bf47b4ec10bc033237b21d9f21dbde04f69e8e0bf3ac1fe3df6615a19a9fb631bbc150c775ef12de816ec4c906debbd560529ed3b0e7bebcdea2cf69103d9608d52eecdfff916ae0051722a4b9479671b12330c295ccb1da29753c208e7a82491d2239ffe1ee7cc49419e6cd49ed03d03097d08d6b391ef706a86e604ab27dcda1879cbc8891f6394571bfd55695c38e77143d02a7499b02ccaa1bcaefbb8170aa808b372d7d451a8698cdede36b8dd46363b2e4a1de4ad8193555ca79431618f321867e76b3eacb3fecaa2eac38ead45900b9e0d0011b8f6d556c1710c02f806c74aad3f22f8ac4e049ca1ce1ff7397c9e27ff3fd11ce85f52534d0a085dce42301308f5cdd0636445c5643205f649609f3769db9fc31b4ed7639030cc70e97185c42efce9c7f0be4e5256b1c8ab4d5adcdce,(619) 444-1123,Food and Beverage,"Food & Dining, Asbestos Testing","['sales@elpatronharley.com', 'vanessa@elpatronharley.com', 'madysson.ritter@elpatronharley.com']","Business Hours: Tue 09:00-18:00,Wed 09:00-18:00,Thr 09:00-18:00,Fri 09:00-18:00,Sat 09:00-18:00,Sun 11:00-16:00",
