industry,business name,address,external link,phone number,business hours,additional_info,emails,teaser
Retail,Rapture Retail & Resales,"7220 Bob Bullock Loop Laredo, TX 78041",,(956) 727-8873,,"Sleepwear, Thrift Stores, Clothing, Consignment Shops",[],
Retail,Retail Fashion Right,"5110 Feather Crst McKinney, TX 75072",,(972) 540-5634,,Clothing,[],
Retail,Sundance Retail Northpark,"8687 N Central Expy Ste 2130 Dallas, TX 75225",,(469) 232-2279,,"Home Furnishings, Jewelry, Clothing",[],
Retail,Tommy Hilfiger Retail,"4015 S Interstate 35 Ste 600 San Marcos, TX 78666",,(512) 353-3718,,"Clothing, Factory Outlets, Sleepwear",[],
Retail,Broyhill Retail Lewisville,"420 E Round Grove Rd Lewisville, TX 75067",,(972) 315-5387,,"Deordorant, Soap, General Merchandise Stores, Furniture, Glue, Air Fresheners",[],
Retail,Blatteis-Schnur Retail,"100 Highland Park Vlg Dallas, TX 75205",,(214) 443-9506,,Real Estate Consultants,[],
Retail,Retail Business Solutions,"914 Pat Booker Rd Universal City, TX 78148",,(210) 945-9884,,"Deordorant, Air Fresheners, Comic Bookstores, Bookkeeping, Soap, General Merchandise Stores, Collectibles, Glue",[],
Retail,Lee's Retail & Alterations,"2495 Cartwright Rd Missouri City, TX 77459",,(281) 499-4097,,General Merchandise Stores,[],
Retail,Wireless Retail Inc,"12300 Southwest Fwy Stafford, TX 77477",,(281) 494-9074,,Cell Phone Service,[],
Retail,Telecell Retail LLC,"7040 N Mesa St El Paso, TX 79912",,(915) 760-6165,,"Cell Phone Service, General Merchandise Stores",[],
Retail,Retail Information Systems,"11331 Richmond Ave Houston, TX 77082",,(281) 497-0651,Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,Wholesale Computer Equipment,[],
Retail,C C Retail,"3718 Baldwin Blvd Corpus Christi, TX 78405",,(361) 888-5230,,"Consignment Shops, Glue, Deordorant, Air Fresheners, General Merchandise Stores, Soap",[],
Retail,Wireless Retail Inc,"13600 East Fwy Houston, TX 77015",,(713) 455-1187,,Cell Phone Service,[],
Retail,Bernstein Retail Productions,"6019 Kelsey Place Ct Sugar Land, TX 77479",,(281) 565-1794,,Motion Picture Industry,[],
Retail,Retail Inventory Svc,"141 E Mercer St Ste B Dripping Springs, TX 78620",,(512) 328-6558,,"Government Contractors, Business Services",[],
Retail,Pink Cheetah Retail,"2010 W Beauregard Ave San Angelo, TX 76901",,(325) 227-6510,,General Merchandise Stores,[],
Retail,Retail Permit Svc,"3019 Hollinwell Dr Katy, TX 77450",,(281) 579-2226,,"Architects, Construction Consultants",[],
Retail,Retail Furniture Store,"10355 Harwin Dr Houston, TX 77036",,(713) 270-5252,,Furniture,[],
Retail,Champion Retail SVC,"24936 Robert Dr Porter, TX 77365",,(281) 354-9124,,General Contractors,[],
Retail,Valero Retail Distribution,"6413 Tri County Pkwy Ste 100 Schertz, TX 78154",,(210) 651-0265,,"Wholesale Distribution Centers, Storage, Gas Stations, Wholesale Foods",[],
Retail,VSS Lingerie Retail,"3000 Grapevine Mills Pkwy Grapevine, TX 76051",,(972) 355-0649,,Lingerie,[],
Retail,Wlm Retail Trust,"1821 S Main St Weatherford, TX 76086",,(817) 594-0759,,Investments,[],
Retail,Wireless Retail Inc,"4970 W Highway 290 Austin, TX 78735",,(512) 899-3590,,Cell Phone Service,[],
Retail,Orozco's Wholesale & Retail,"4102 Santa Maria Ave Laredo, TX 78041",,(956) 728-9444,Business Hours: Mon-Fri 9am-5pm,General Merchandise Stores,[],
Retail,Seacret Spa Retail,"4001 Sunset Dr San Angelo, TX 76904",,(325) 942-6555,,"General Merchandise Stores, Saddles",[],
Retail,Fmc Retail LLC,"5252 Main St Frisco, TX 75033",,(469) 362-6514,,General Merchandise Stores,[],
Retail,First Resort Retail,"127 Pittsburg St Dallas, TX 75207",,(405) 922-6082,,Hotel Developers,[],
Retail,Retail Facility SVC,"10474 Country View Ln Forney, TX 75126",,(214) 708-2338,,"Management Services, Churches",[],
Retail,Pennywise Retail Co,"1120 E Highway 90A Richmond, TX 77406",,(281) 342-5004,,"Thrift Stores, Soap, Deordorant, General Merchandise Stores, Glue, Air Fresheners",[],
Retail,Nomad Retail LLC,"1100 N Central Expy Plano, TX 75074",,(972) 424-3610,,General Merchandise Stores,[],
Retail,Retail Marketing Systems,"5818 Kansas St Houston, TX 77007",,(713) 868-6391,,"Marketing Consultants, Outdoor Advertising",[],
Retail,Creative Retail Packaging,"707 N Shepherd Dr Houston, TX 77007",,(713) 622-3100,,"Wholesale Packaging Materials, Packing & Crating, Paper Product Manufacturers",[],
Retail,Retail POS Systems,"405 Main St Ste 700 Houston, TX 77002",,(281) 560-3950,,Business Consultants,[],
Retail,Blling Salon & Retail,"401 W Pecan St Ste C Pflugerville, TX 78660",,(512) 990-2323,,Beauty Salons,[],
Retail,Claffey Pools Retail,"2251 Fort Worth Hwy Weatherford, TX 76086",,(817) 596-7665,,"Swimming Pool Contractors, Sporting Goods",[],
Retail,Asics Retail Store,"15841 North Fwy Fort Worth, TX 76177",,(682) 831-1084,,"Shoes, General Merchandise Stores, Sporting Goods, Factory Outlets",[],
Retail,Retail Endeavors Group,"524 N Lamar Blvd Ste 204 Austin, TX 78703",,(512) 472-1505,,General Merchandise Stores,[],
Retail,Lhtc Retail LP,"9285 Lookout Pt Dallas, TX 75231",,(214) 553-7751,,General Merchandise Stores,[],
Retail,Retail Therapy Inc,"5601 Brodie Ln Sunset Valley, TX 78745",,(512) 892-3500,,Rehabilitation Hospitals,[],
Retail,Asics Retail Store,"7051 S Desert Blvd Canutillo, TX 79835",,(915) 877-7101,,General Merchandise Stores,[],
Retail,Wireless Retail Inc,"3610 Saint Michael Dr Texarkana, TX 75503",,(903) 838-9887,,Cell Phone Service,[],
Retail,Fernqvist Retail Systems,"806 Flamingo Way Duncanville, TX 75116",,(972) 780-9190,,Printing,[],
Retail,Retail Fixture Solutions,"1535 W Highway 287 Byp Waxahachie, TX 75165",,(972) 923-0001,,General Merchandise Stores,[],
Retail,Integrity Retail Distribution,"9550 Ball St San Antonio, TX 78217",,(210) 656-0800,,"Transportation Services, Advertising, Trucking Companies",[],
Retail,Hayes Retail SVC,"951 S Town East Blvd Mesquite, TX 75149",,(972) 288-9749,,"Soap, General Merchandise Stores, Glue, Air Fresheners, Deordorant",[],
Retail,Mrh Retail Inc,"3003 W Alabama St Houston, TX 77098",,(713) 773-5509,,General Merchandise Stores,[],
Retail,Jackson's Mexia Retail,"407 E Commerce St Mexia, TX 76667",,(254) 562-3112,,"Lawn & Garden Tool Sales, Landscaping Equipment Manufacturers, Garden Centers, Outdoor Heating & Lighting Sales, Saws",[],
Retail,Guess Retail Inc,"1600 Water St Ste B420 Laredo, TX 78040",,(956) 413-6690,"Business Hours: Sun 11am-7pm, Mon-Sat 10am-9pm","General Merchandise Stores, Factory Outlets",[],
Retail,Laporte Retail LLC,"262 N Sam Houston Pkwy E Houston, TX 77060",,(281) 447-5100,,Construction Companies,[],
Retail,Retail Connection Inc,"2525 McKinnon St Ste 700 Dallas, TX 75201",,(214) 572-0777,Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,"Real Estate Sales & Services, Real Estate Consultants, Real Estate Agents",[],
Retail,Retail Concepts Inc,"4330 Bluebonnet Dr Stafford, TX 77477",,(281) 494-3100,,"Sporting Goods, Ski Equipment",[],
Retail,Fleetwood Retail Corp,"5025 E Amarillo Blvd Amarillo, TX 79107",,(806) 376-8440,,Mobile Home Dealers,[],
Retail,A1 Auto Retail,"8000 Sovereign Row Dallas, TX 75247",,(214) 638-7777,,"Employment Agencies, Deordorant, Glue, General Merchandise Stores, Air Fresheners, Soap",[],
Retail,ALLAN RETAIL GROUP,"306 Palomino Ln Celina, TX 75009",https://apis.elocal.com/tracker/track?q=1b43a1031fa9e9a5b2434ccf3963cd0e54ff68a0c7ca4f1261ecac9419e29a45a920d4b89d405749853777ed80d9bbacd2648386423521f51266da0712c94a99770b89a960feb39d99f21a0e8a1101ce8aa992aeb9d1f485e431e0fbbdf93108735596f226aa1f5fbaabc3ca10d10c5074931b0b91d26fc05116496af83cdf649cc11ca203ab78c2c7c9f59b039ea9bfcc528248f6def133e9205198113f21fc5b333a3caeaeca8914714d6c27dfcf60f525d1d1b637a278bf2401c13e3a59216943b8f6773ca750e247cf694ccda208efc64e969fdb55ed239d9383713f5cb1745ee950508b50cd3db4f261640c858e193cca0d66e0a1389d4dbd438e874b4684c1f24977a44e3648d9756ca43263177368a38873f3573f8a7ad59fa5e9a8749fab5af9221cf6d480fe48576344f25ec0a6d92e47a835f62a4bb84c559a44864abed8e04e58a8bd1dafb1f7e27fc271a7a19cd2d4c39a1dc6ce268ca566d947358329faa02f2c36358dccc9cdc9bc2ed4e633692c62d3d6b8d8586fb6d21a8284547bd01ae313fae2762b05fc9697ec1513e8aea8a79a33e6a5c9481446898f3830c314e859c890a1011e86ba5040e69ced8fa512504b17f6543f87ed1173966f2ad75882fa27cc878e414167af71246c5f995d0a212774aaebf103344c4bb222e88556d1ef6b888ca3a74dc7dde58fc5dc6fa5d8f6d9fe009476f11f1c68aa6819f89cd4dcac72b045561612409bc256590e9f9f6130513a7d33563ee7ebc7a6fb1ec11cb2baec2f296be75fd6bf9b3a61c08f865a6f1ef6e8e03586cec5c8e1d82796996cb29888699b7545db3590127a0f43759e8e8e6e4f21f7bb7f79ce4b7d4636f4050a90e51d34b4b9de3b0cb1ed6c61f133fa61bc0bfd94b1c148f59f24d0cc952832566a6950cb63dcc5856ab49add018248d2687acbc648cf6c663db712c906e15e1e020a833522430b2c6a4a2854412fc092104b6082c0517dab,(414) 419-4800,"Business Hours: Mon 09:00-17:00,Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00",Agriculture & Forestry,['dorothy.allan@kw.com'],
Retail,Louis Vuitton Retail Store,"2201 Dallas Pkwy Plano, TX 75093",,(972) 608-4159,,"Sleepwear, Clothing, Wholesale Foods",[],
Retail,Johnny Was Retail Inc,"2701 Drexel Dr Houston, TX 77027",,(832) 968-4025,Business Hours: Monday-Saturday 10:00 AM-8:00 PM; Sunday 12:00 PM-6:00 PM,"Shopping Centers & Malls, Jewelry, Clothing, Women's Clothing, Shoes",[],
Retail,Brown Group Retail Inc,"116 W Oaks Mall Houston, TX 77082",,(713) 497-6062,,General Merchandise Stores,[],
Retail,Inland American Retail Mgmt,"5057 Keller Springs Rd Ste 450 Addison, TX 75001",,(972) 733-0500,,"Real Estate Consultants, Churches, Property Management, Management Services",[],
Retail,Beauty Pearl Salon & Retail,"722 Kingwood Dr Kingwood, TX 77339",,(281) 358-3555,,Beauty Salons,[],
Retail,Quik-Way Retail Assoc,"7201 Indiana Ave Lubbock, TX 79423",,(806) 780-6118,,"Wholesale Store Fixtures, Gas Stations",[],
Retail,Utah Jazz Retail Inc,"8401 Gateway Blvd W Ofc El Paso, TX 79925",,(915) 775-1170,,General Merchandise Stores,[],
Retail,Siemens Retail Commercial Syst,"7004 FM 2244 Rd Ste 2-200 Austin, TX 78746",,(512) 306-9400,,"Other Instrument Manufacturers, Quarries, Building Materials, Solar & Energy Conservation Products",[],
Retail,Carter Ranch Retail Ltd,"2750 S Preston Rd Celina, TX 75009",,(214) 851-0003,,Livestock,[],
Retail,Patsy Ann Burt Retail,"4209 Meadowdale Ln Dallas, TX 75229",,(214) 351-2227,,General Merchandise Stores,[],
Retail,Clayton Homes Retail 1082,"6220 Texoma Pkwy Sherman, TX 75090",,(903) 546-5600,,"Modular Homes, Home Builders",[],
Retail,Bridgestone Retail Operations LLC,"2510 W Interstate 20 Grand Prairie, TX 75052",,(972) 606-2650,,"Automotive Repair, Tires, General Merchandise Stores",[],
Retail,Retail Services & Systems Inc,"9805 FM 1960 Bypass Rd W Humble, TX 77338",,(281) 548-1301,,General Merchandise Stores,[],
Retail,Brown Group Retail Inc,"153 Sharpstown Ctr Houston, TX 77036",,(713) 988-0488,,General Merchandise Stores,[],
Retail,Retail Electrical Svc LLC,"1957 Lariat Dr Justin, TX 76247",,(940) 648-9200,,Electrical Contractors,[],
Retail,Quik-Way Retail Assoc,"828 N Crowley Rd Crowley, TX 76036",,(682) 312-5077,,Convenience Stores,[],
Retail,Retail Resource Group LLC,"812 W 11th St Ste 201 Austin, TX 78701",,(512) 473-8322,,"Marketing Consultants, General Merchandise Stores",[],
Retail,Bobs Wholesale & Retail Gifts,"3013 W Beauregard Ave San Angelo, TX 76901",,(325) 223-0026,,Balloons,[],
Retail,Commercial Retail Repair Services,"1277 County Road 4421 Rhome, TX 76078",,(817) 247-9155,Business Hours: Mon-Fri 8am-6pm,Handyman,[],
Retail,Total Products Retail Pkgng,"2657 Andjon Dr Dallas, TX 75220",,(214) 366-2638,,"Telemarketing, Gift Baskets, Wholesale Cargo & Freight Containers, Tools, Wholesale Tools, Trucking Companies, Concrete Stamping, Plastic Bag Manufacturers, Printing, Packing & Crating, Business Services, Tools",[],
Retail,Retail Endeavors Group X,"1400 E Expressway 83 McAllen, TX 78503",,(956) 630-0475,,"General Merchandise Stores, Glue, Air Fresheners, Soap, Deordorant",[],
Retail,Teto Retail Management SVC,"505 E Blackjack St Dublin, TX 76446",,(254) 445-3533,,"Convenience Stores, Management Services, Alternative Fuels, Visa Accepted, American Express Accepted, Churches, Discover Accepted, Mastercard Accepted, Gas Stations",[],
Retail,Inland American Retail Mgmt,"2840 Gulf Fwy S League City, TX 77573",,(281) 337-0402,,"General Merchandise Stores, Real Estate Consultants",[],
Retail,Kathleen Sommers Retail Store,"2417 N Main Ave San Antonio, TX 78212",,(210) 732-2207,,"Mastercard Accepted, Women's Clothing, Visa Accepted, Clothing Boutiques",[],
Retail,Austin Hwy Retail Ctr,"1432 Austin Hwy San Antonio, TX 78209",,(210) 822-6862,,"General Merchandise Stores, Soap, Air Fresheners, Deordorant, Glue",[],
Retail,Choice Energy Retail Svc,"203 Ivy Ave Deer Park, TX 77536",,(281) 542-9596,,"Energy Management Systems, Gas Companies",[],
Retail,Springcreek Plano Retail LP,"141 W Spring Creek Pkwy Plano, TX 75023",,(972) 575-8248,,General Merchandise Stores,[],
Retail,Utah Jazz Retail INC,"5000 Katy Mills Cir Katy, TX 77494",,(281) 347-3353,,General Merchandise Stores,[],
Retail,Portland Retail Group LP,"1601 Palomino Ridge Dr Austin, TX 78733",,(512) 784-3029,,Logging,[],
Retail,Sears Authorized Retail Dealer,"24648 State Highway 64 Canton, TX 75103",,(903) 567-3500,,Major Appliances,[],
Retail,San Bernardo Retail LLC,"4801 San Bernardo Ave Laredo, TX 78041",,(956) 753-4034,,"Convenience Stores, General Merchandise Stores",[],
Retail,Park Central Retail Ctr,"2205 N Central Expy Plano, TX 75075",,(972) 423-3011,,"Shopping Centers & Malls, Real Estate Operators",[],
Retail,Valero Retail Holdings Inc,"1 Valero Way San Antonio, TX 78249",,(210) 592-2000,Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,"Mastercard Accepted, Marketing Consultants, American Express Accepted, Discover Accepted, Gas Stations, Visa Accepted, Alternative Fuels",[],
Retail,Legacy Dry Cleaners & Retail,"4911 Harrisburg Blvd Houston, TX 77011",,(832) 767-3304,,"Laundries, Dry Cleaning & Laundry Services",[],
Retail,PrimeWay - TMH Retail Center,"6550 Fannin St Houston, TX 77030",,(713) 799-6200,,Unclassified,[],
Retail,Hoop Retail Stores LLC,"2601 Preston Rd Frisco, TX 75034",,(972) 712-7499,,"General Merchandise Stores, Gift Shops",[],
Retail,One Stop Detail & Retail,"3402 Bennington St Houston, TX 77093",,(832) 831-3026,,Auto Detailing,[],
Retail,Allan Retail Group | KW Commercial,"1212 S Preston Rd Celina, TX 75009",https://apis.elocal.com/tracker/track?q=6f2275616f5f3033b0a3f2e4dbfabbe96951340caa60a7a3c55819505d4fee518ebe1e4264df3cee9b3175b0bfb6ce2c30b19f6de771d16305e68b344dfe7f02d991bee0690ca63637048f909d014cdb57ad73030c18db22c2eaab6d43567bbb1c5717a2db9ccceea10e2fb28e5c2c449eab0df3ebaa34444212a8965128ad3da23d619adc595798eddaee838809aaa15a6576db314dff6c66a85c3b384cad61b5a0e7980903420cef8a8f19a4fd28416fb22ecdab9cc9e02bbf21ca380f433b02838210285d11184ff05a75e178fcb1e8ad1b925188c25d7a591a3d2c6296cd4555d536bdb905e4d90f7ae5d55d5b28bf2911419601f0d5a0719b7e401a8eaff59b28b8ca6ebce048576a24cff83e05799a844bfaeab84f336158f1ef8fa5a5e641f802fdb003f8b99aeba0391329919b0455e6c9bb94209fa5f4016861134f8d885eca21761e1c09d9d5db0b10c08b195b4da57323cbc4961affce7a3daabe40b1d13d892a268b6dac0b419343dc3d76f74034e657efd15c8ef34379b035e9cbfea7721f49f33a73d264a60c42bccff249a35bc125dbcce9b5121f3a217da0c9d1a4e7aa54ad60a591706ca31dbbc3ec88b949edf9666216b8c360ceb3445a5decaf0dd43aa7e4183366b500031130b6194b7316e7ea6b68fc95e602a0df4a92f6cca0b4f5c888f57510d6b06b2354a432474eb1c40bebadfe38a5ff91b2e5960e7cb4089a1767df1ebdba4a7aea260221cfbdd51c842eec8eb063bc730b47ccdb318faf438f13c823a94a464a169233e340e6fa4cc3d81981411ab5c76686440e8b375df8cc523a3e2d7f2561893da2f4ce09a366ef18d94de7a87991c7f2b0c9b286ef3b9448a9c048c66fc574f8568f4bc8c32c7c1bb8df523254f54db505336f9621097b9db553ed9edcaa5bfeb1e5a50f833ec2e592984218c8067924d4f10b988a8d7fc1fd32a0d85d45bc330cec8b3ad6b28d606faeb01f608e5a1f,(469) 469-0939,,Agriculture & Forestry,['dorothy.allan@kw.com'],
Retail,K C's Auto & Truck Retail,"2310 N Timberland Dr Lufkin, TX 75901",,(936) 637-6605,,Used Car Dealers,[],
Retail,Retail & Rest Growth Capitl LP,"10000 N Central Expy # 1060 Dallas, TX 75231",,(214) 750-0065,,"Air Fresheners, Glue, Soap, General Merchandise Stores, Deordorant",[],
Retail,Utsw University Hospital Retail Pharmacy,"6201 Harry Hines Blvd Dallas, TX 75235",,(214) 633-4122,,Pharmacies,[],
Retail,Sonoma Retail Wine Bar & Restaurant,"2720 Richmond Ave Houston, TX 77098",,(713) 526-9463,Business Hours: Monday-Thursday: 12:00PM-12:00AM Friday: 12:00PM-2:00AM Saturday: 1:00PM-2:00AM Sunday: CLOSED,"Lounges, Visa Accepted, Happy Hour, Live Music, 21 & Over, American Express Accepted, Neighborhood Bars, Romantic Nightlife, Discover Accepted, Bar Food, Mastercard Accepted, Italian, Restaurants, Bars & Clubs, Bars & Pubs, After Work, Outdoor Seating, Wine Bars",[],
Retail,Level 5 Retail Constr Inc,"6406 Highway 78 Sachse, TX 75048",,(972) 530-3343,,General Contractors,[],
Retail,Retail G C Svc LLC,"1047 E State Highway 121 Lewisville, TX 75057",,(972) 221-6279,,General Merchandise Stores,[],
Retail,L & M Retail Ventures LLC,"6465 E Mockingbird Ln Dallas, TX 75214",,(214) 824-7227,,"General Merchandise Stores, Liquor Stores",[],
Retail,A H Franklin Retail Wholesale,"8713 Prairie View Dr Houston, TX 77088",,(281) 260-8422,,Convenience Stores,[],
Retail,Quickway Retail Assoc Ii LTD,"6505 E Northwest Hwy Dallas, TX 75231",,(214) 363-2116,,"American Express Accepted, Alternative Fuels, Gas Stations, Convenience Stores, ATM, Discover Accepted, Visa Accepted, Mastercard Accepted, Car Washes",[],
Retail,New Deal Furniture Retail Store,"7130 Gateway Blvd E El Paso, TX 79915",,(915) 859-7823,"Business Hours: Sun 12pm-6pm, Mon-Sat 10am-8pm","Furniture, Visa Accepted, Discover Accepted, Bedding, Vanities, Mastercard Accepted, Mattresses, Beds, American Express Accepted, Major Appliances",[],
Retail,Retail Investors Of Texas LTD,"2420 Nederland Ave Nederland, TX 77627",,(409) 727-3104,,Investors,[],
Retail,Dr Detail & Retail Vehicle Spa,"8740 FM 1960 Rd E Humble, TX 77346",,(832) 644-8798,,Car Washes,[],
Retail,C G's Beauty & Retail Shop,"12993 Highway 105 E Conroe, TX 77306",,(936) 264-3441,,Beauty Salons,[],
Retail,Humble & Pacific Compounding and Retail Pharmacy,"211 FM 1960 Bypass Rd E Humble, TX 77338",,(832) 995-2242,,Unclassified,[],
Retail,Quick-Way Retail Assoc Ii Ltd,"2112 N O Connor Rd Irving, TX 75061",,(972) 721-1014,,"General Merchandise Stores, Deordorant, Air Fresheners, Glue, Soap",[],
Retail,C R S Retail Systems Inc,"804 Las Cimas Pkwy West Lake Hills, TX 78746",,(512) 278-5000,,General Merchandise Stores,[],
Retail,L S Sand & Gravel Retail Yard,"1901 W Amarillo Blvd Amarillo, TX 79107",,(806) 373-4040,,Wholesale Sand & Gravel,[],
Retail,Humble & Pacific Compounding and Retail Pharmacy,"211 FM 1960 Bypass Rd E Humble, TX 77338",https://apis.elocal.com/tracker/track?q=4db10898b13688418cf146a45e727d1f42dca73d85dea007d8e95f484dda6526eb556a1f8ff9e13857e53bd77064444e8cbd2988f12fe9731ab0559b6bb036f06e9e23bb30a1e494aa3be0409cdbbf5d9f4f31574c0cd70f910a4e5e8122192fdc3dd2b91e4bb46b039365a9da27a09270d3a77d9eafef06c71645c1770096bc2225ba64223207b1a398284548694d216bebf7d1a3f863d30e465da70d6cc44fc4686c529d6dd5bc24f94b05fc2c2a7351607deae54de8f16dc53777fab3efae0c7b491d7d0ea0dd8f51b88e86479bbab3ec7090821df4eb0bb7e9587b94a6d4fb26c91789f47f708f5b7f8e867c8b7d27ddb150483838e8c655e5c4ee17dd6507005ac2bd571c247c1cc842e6703f75ffe3e310661ae8b4993bc09a15a2c3cc73b05488a77a7c5f531d349a3ed783dd7bea015a639b7a32ad17b68f5e661356aa6acb0a2cb18645cb172a497581e1a51fa9b77114287899b4083adc73663d80967f376f05e517583ba4ecf5d0cec70f81bb526ebc73dd6ecf8e41e27e63ce5510575a64f7af9323353c25ab6a677f3d1eb87d36023830194027a8462450abe9f51f61743b2b46d78f955557bde1abdab6e0f576194749511f24b8ee9898b2a901b08790350ce365992011ea4aeb22c9ab3072ceb7bcc75112231a62dd23c15622f39d56529c2244d4d59f2ce9398ec22629eaeb2386d5b494c27d3d515784cbe8d0495dd9ee8adb63ad9028a899df61db3af1031151758ccf2d10e8ab798f12f15111d84683e4c6da57a7e4b30d8b4ededa7269079eaf23e13ddd220b210beb79d1623d51c12312b3671d9d98903e72f8aa885be77c676071b6b31b847235b71de97c7b14aca95fe9fbeb04a965150e1af2a5edb24f0c39c57284785f6a9af7a52a95baebbcb3fc9961bd7cd1575f5f73bb99ba95eff1c75c630cd47f5d8eb6d0e1627e8cb5565616a6d33f815de0a89468fd789809a6f19995b6a2a86af052,(281) 446-9191,,"Humble & Pacific Pharmacy is committed to quality and value in its service to patients as a means of achieving optimal health through compounding pharmaceuticals along with a series of prescription product lines to address pharmacological topical pain management, veterinary medicine, hormone replacement therapy, various dental compounds, pediatric formulations, and any other specialized patient needs. Our strong and consistent results are a reflection of the best practices in the industry. We accomplish these offerings through providing superior clinical expertise, maintaining a state-of-the-art facility, and by employing highly skilled individuals who understand the importance of care and compassion to our patients and the communities we serve.",[],
